Date,Open
2023-10-03,128.059998
2023-10-04,126.059998
2023-10-05,126.709999
2023-10-06,124.160004
2023-10-07,124.84666966666667
2023-10-08,125.53333533333333
2023-10-09,126.220001
2023-10-10,128.820007
2023-10-11,129.740005
2023-10-12,132.169998
2023-10-13,132.979996
2023-10-14,132.21666466666667
2023-10-15,131.45333333333332
2023-10-16,130.690002
2023-10-17,130.389999
2023-10-18,129.899994
2023-10-19,130.570007
2023-10-20,128.050003
2023-10-21,126.91000100000001
2023-10-22,125.769999
2023-10-23,124.629997
2023-10-24,127.739998
2023-10-25,126.040001
2023-10-26,120.629997
2023-10-27,126.199997
2023-10-28,127.37333166666666
2023-10-29,128.54666633333332
2023-10-30,129.720001
2023-10-31,132.75
2023-11-01,133.960007
2023-11-02,138.729996
2023-11-03,138.990005
2023-11-04,138.913335
2023-11-05,138.836665
2023-11-06,138.759995
2023-11-07,140.550003
2023-11-08,142.970001
2023-11-09,142.020004
2023-11-10,140.460007
2023-11-11,141.00000533333332
2023-11-12,141.54000366666668
2023-11-13,142.080002
2023-11-14,145.0
2023-11-15,147.059998
2023-11-16,140.910004
2023-11-17,142.660004
2023-11-18,143.48333766666667
2023-11-19,144.30667133333333
2023-11-20,145.130005
2023-11-21,143.910004
2023-11-22,144.570007
2023-11-23,145.635002
2023-11-24,146.699997
2023-11-25,146.97666433333333
2023-11-26,147.25333166666667
2023-11-27,147.529999
2023-11-28,146.979996
2023-11-29,147.850006
2023-11-30,144.759995
2023-12-01,146.0
2023-12-02,145.75
2023-12-03,145.5
2023-12-04,145.25
2023-12-05,143.550003
2023-12-06,147.580002
2023-12-07,146.149994
2023-12-08,145.479996
2023-12-09,145.53999866666666
2023-12-10,145.60000133333332
2023-12-11,145.660004
2023-12-12,145.520004
2023-12-13,148.119995
2023-12-14,149.929993
2023-12-15,148.380005
2023-12-16,149.10666933333334
2023-12-17,149.83333366666668
2023-12-18,150.559998
2023-12-19,154.399994
2023-12-20,152.899994
2023-12-21,153.300003
2023-12-22,153.770004
2023-12-23,153.7175025
2023-12-24,153.66500100000002
2023-12-25,153.6124995
2023-12-26,153.559998
2023-12-27,153.559998
2023-12-28,153.720001
2023-12-29,153.100006
2023-12-30,152.71000275
2023-12-31,152.3199995
2024-01-01,151.92999625000002
2024-01-02,151.539993
2024-01-03,149.199997
2024-01-04,145.589996
2024-01-05,144.690002
2024-01-06,145.37333633333333
2024-01-07,146.05667066666666
2024-01-08,146.740005
2024-01-09,148.330002
2024-01-10,152.059998
2024-01-11,155.039993
2024-01-12,155.389999
2024-01-13,154.92499899999999
2024-01-14,154.45999899999998
2024-01-15,153.994999
2024-01-16,153.529999
2024-01-17,151.490005
2024-01-18,152.770004
2024-01-19,153.830002
